gene_id	group
ENSG00000239320	RPP
ENSG00000268243	RPP
ENSG00000240320	RPP
ENSG00000224476	RPP
ENSG00000243167	RPP
ENSG00000242675	RPP
ENSG00000269637	RPP
ENSG00000213035	RPP
ENSG00000244071	RPP
ENSG00000243469	RPP
ENSG00000243680	RPP
ENSG00000242255	RPP
ENSG00000239912	RPP
ENSG00000268483	RPP
ENSG00000213013	RPP
ENSG00000101278	RPP
ENSG00000227663	RPP
ENSG00000226217	RPP
ENSG00000215063	RPP
ENSG00000226948	RPP
ENSG00000225831	RPP
ENSG00000214835	RPP
ENSG00000235544	RPP
ENSG00000230935	RPP
ENSG00000213950	RPP
ENSG00000226229	RPP
ENSG00000232333	RPP
ENSG00000227343	RPP
ENSG00000225419	RPP
ENSG00000214612	RPP
ENSG00000236992	RPP
ENSG00000229500	RPP
ENSG00000235065	RPP
ENSG00000214535	RPP
ENSG00000227063	RPP
ENSG00000237929	RPP
ENSG00000233106	RPP
ENSG00000230837	RPP
ENSG00000225246	RPP
ENSG00000224497	RPP
ENSG00000227401	RPP
ENSG00000231241	RPP
ENSG00000226144	RPP
ENSG00000213979	RPP
ENSG00000231307	RPP
ENSG00000242748	RPP
ENSG00000232493	RPP
ENSG00000215467	RPP
ENSG00000226243	RPP
ENSG00000237068	RPP
ENSG00000235508	RPP
ENSG00000213820	RPP
ENSG00000234075	RPP
ENSG00000231302	RPP
ENSG00000230636	RPP
ENSG00000185834	RPP
ENSG00000228601	RPP
ENSG00000214541	RPP
ENSG00000231005	RPP
ENSG00000226094	RPP
ENSG00000224602	RPP
ENSG00000226580	RPP
ENSG00000215369	RPP
ENSG00000230198	RPP
ENSG00000233206	RPP
ENSG00000213885	RPP
ENSG00000217026	RPP
ENSG00000176054	RPP
ENSG00000232687	RPP
ENSG00000225267	RPP
ENSG00000215088	RPP
ENSG00000224598	RPP
ENSG00000223671	RPP
ENSG00000229761	RPP
ENSG00000214914	RPP
ENSG00000214889	RPP
ENSG00000228149	RPP
ENSG00000228861	RPP
ENSG00000228349	RPP
ENSG00000214326	RPP
ENSG00000225043	RPP
ENSG00000212932	RPP
ENSG00000237668	RPP
ENSG00000224279	RPP
ENSG00000228599	RPP
ENSG00000230071	RPP
ENSG00000234009	RPP
ENSG00000226142	RPP
ENSG00000214727	RPP
ENSG00000184319	RPP
ENSG00000225661	RPP
ENSG00000237490	RPP
ENSG00000231211	RPP
ENSG00000233357	RPP
ENSG00000215313	RPP
ENSG00000230180	RPP
ENSG00000238103	RPP
ENSG00000216938	RPP
ENSG00000233921	RPP
ENSG00000214047	RPP
ENSG00000216866	RPP
ENSG00000229168	RPP
ENSG00000224401	RPP
ENSG00000234566	RPP
ENSG00000234135	RPP
ENSG00000236735	RPP
ENSG00000230629	RPP
ENSG00000196933	RPP
ENSG00000237475	RPP
ENSG00000213695	RPP
ENSG00000233254	RPP
ENSG00000227645	RPP
ENSG00000213653	RPP
ENSG00000228301	RPP
ENSG00000235425	RPP
ENSG00000232069	RPP
ENSG00000236243	RPP
ENSG00000183911	RPP
ENSG00000223733	RPP
ENSG00000225381	RPP
ENSG00000236189	RPP
ENSG00000224664	RPP
ENSG00000235656	RPP
ENSG00000234524	RPP
ENSG00000232496	RPP
ENSG00000235735	RPP
ENSG00000223995	RPP
ENSG00000226339	RPP
ENSG00000236509	RPP
ENSG00000237432	RPP
ENSG00000231164	RPP
ENSG00000232379	RPP
ENSG00000225758	RPP
ENSG00000176970	RPP
ENSG00000230508	RPP
ENSG00000270916	RPP
ENSG00000237793	RPP
ENSG00000235175	RPP
ENSG00000236477	RPP
ENSG00000244734	HEMO
ENSG00000206172	HEMO
ENSG00000188536	HEMO
